"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","20-JAN-22","19-JAN-22","19:30:00Z","OLIVE BRANCH","MISSISSIPPI","UNITED STATES","AIRCRAFT STRUCK A BIRD AND AFTER LANDING DAMAGE WAS FOUND TO THE LEFT ENGINE FAN BLADES, OLIVE BRANCH, MS.","INCIDENT","JACKSON FSDO","N33EK","","","CESSNA","550","No","MINOR","CORPORATE","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"No","18-JAN-22","14-JAN-22","21:30:00Z","CARRIZO SPRINGS","TEXAS","UNITED STATES","AIRCRAFT LANDED, RAN OFF THE END OF THE RUNWAY AND GEAR COLLAPSED, CARRIZO SPRINGS, TX.","ACCIDENT","SAN ANTONIO FSDO","N646CA","","","PIPER","PA46","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","18-JAN-22","16-JAN-22","16:42:00Z","WINNEMUCCA","NEVADA","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES, WINNEMUCCA, NV.","ACCIDENT","RENO FSDO","N828S","","","RANS","S7S","No","SUBSTANTIAL","PERSONAL","EN ROUTE (ENR)","91","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","18-JAN-22","17-JAN-22","12:20:00Z","HOUMA","LOUISIANA","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES INTO A MARSHY AREA, HOUMA, LA.","ACCIDENT","BATON ROUGE FSDO","N167RL","","","BELL","407","No","DESTROYED","ON DEMAND","EN ROUTE (ENR)","135","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"No","18-JAN-22","14-JAN-22","19:48:00Z","SPANISH FORK","UTAH","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES ON TOP OF A BUILDING, SPANISH FORK, UT.","ACCIDENT","SALT LAKE CITY FSDO","N145WT","","","ZENITH","TACHIKI 750 CRUZER","No","SUBSTANTIAL","PERSONAL","EN ROUTE (ENR)","91","SERIOUS","No","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","18-JAN-22","15-JAN-22","19:50:00Z","HANA","HAWAII","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSANCES, HANA, HI.","ACCIDENT","HONOLULU FSDO","N992SA","","","FLIGHT DESIGN","CTLS","No","SUBSTANTIAL","PERSONAL","UNKNOWN (UNK)","91","MINOR","No","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"No","18-JAN-22","16-JAN-22","19:26:00Z","ABILENE","TEXAS","UNITED STATES","AIRCRAFT WAS CONDUCTING A HIGH SPEED TAXI DOWN THE RUNWAY AND VEERED OFF RUNWAY STRIKING A TAXIWAY SIGN, ABILENE, TX.","INCIDENT","LUBBOCK FSDO","N21YX","","","SONEX","WAIEX B","No","UNKNOWN","PERSONAL","TAXI (TXI)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","18-JAN-22","15-JAN-22","15:10:00Z","MIAMI","FLORIDA","UNITED STATES","AIRCRAFT PERFORMED AN UNCOMMANDED 180 DEGREE TURN STRIKING N5738Q AND N4534J, MIAMI, FL.","INCIDENT","SOUTH FLORIDA FSDO","N52LV","","","BEECH","A24","No","UNKNOWN","PERSONAL","STANDING (STD)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"No","18-JAN-22","15-JAN-22","23:21:00Z","FALL CITY","WASHINGTON","UNITED STATES","AIRCRAFT LANDED AND RAN OFF THE END OF THE RUNWAY INTO MUD, FALL CITY, WA.","INCIDENT","SEATTLE FSDO","N99WR","","","GLASAIR","SH-2R","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","18-JAN-22","14-JAN-22","16:00:00Z","BEAUMONT","TEXAS","UNITED STATES","AIRCRAFT LANDED AND GEAR COLLAPSED, BEAMONT, TX.","INCIDENT","HOUSTON FSDO","N365DB","","","RUTAN","LONGEZ","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
