"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","03-MAR-22","02-MAR-22","16:40:00Z","JUPITER","FLORIDA","UNITED STATES","AIRCRAFT STRUCK A BIRD WITH THE LEFT WING, JUPITER, FL.","INCIDENT","SOUTH FLORIDA FSDO","N78","","","BEECH","300","No","MINOR","PUBLIC USE","MANEUVERING (MNV)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-22","02-MAR-22","22:00:00Z","ROME","GEORGIA","UNITED STATES","AIRCRAFT LANDED AND GEAR COLLAPSED, ROME, GA.","INCIDENT","ATLANTA FSDO","N202JH","","","AERO COMMANDER","500","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","03-MAR-22","02-MAR-22","21:48:00Z","BRIDGEPORT","CONNECTICUT","UNITED STATES","AIRCRAFT MADE A FORCED LANDING IN A FIELD, BRIDGEPORT, CT.","INCIDENT","BRADLEY FSDO","N244RP","","","CESSNA","182","No","NONE","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-22","01-MAR-22","21:00:00Z","CROWS LANDING","CALIFORNIA","UNITED STATES","AIRCRAFT LANDED AND GEAR COLLAPSED, CROWS LANDING, CA.","INCIDENT","FRESNO FSDO","N421WD","","","CESSNA","421","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yes","03-MAR-22","02-MAR-22","21:58:00Z","ST AUGUSTINE","FLORIDA","UNITED STATES","AIRCRAFT LANDED AND VEERED OFF RUNWAY INTO A MARSH, ST AUGUSTINE, FL.","ACCIDENT","ORLANDO FSDO","N100NG","","","EXTRA","NG","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-22","02-MAR-22","17:42:00Z","ANDERSON JUNCTION","UTAH","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES ON A HILLSIDE AND CAUGHT ON FIRE, ANDERSON JUNCTION, UT.","ACCIDENT","SALT LAKE CITY FSDO","N290TQ","","","EXPERIMENTAL","POWERED PARACHUTE","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","SERIOUS","No","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-22","02-MAR-22","21:36:00Z","LAS CRUCES","NEW MEXICO","UNITED STATES","AIRCRAFT DEPARTED AND CRASHED JUST BEYOND PERIMETER FENCE OF THE AIRPORT DUE TO ENGINE ISSUES, LAS CRUCES, NM.","ACCIDENT","ALBUQUERQUE FSDO","N522XL","","","VANS","RV10","No","SUBSTANTIAL","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-22","02-MAR-22","22:26:00Z","CHINO","CALIFORNIA","UNITED STATES","AIRCRAFT ABORTED TAKEOFF DUE TO A LOUD BANG, RETURNED TO PARKING AND IT WAS DISCOVERED THAT WIRE WAS WRAPPED AROUND THE TAIL WITH DAMAGE TO THE PROPELLER AND VERTICAL STABILIZER, CHINO, CA.","INCIDENT","RIVERSIDE FSDO","N4446S","","","AIRGYRO","AG-915","No","MINOR","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","03-MAR-22","02-MAR-22","23:05:00Z","WASHINGTON","DISTRICT OF COLUMBIA","UNITED STATES","AIRCRAFT LANDED AND VEERED OFF THE RUNWAY INTO THE GRASS, WASHINGTON, DC.","INCIDENT","WASHINGTON FSDO","N5627W","","","PIPER","PA28","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","03-MAR-22","02-MAR-22","21:25:00Z","ORLANDO","FLORIDA","UNITED STATES","AIRCRAFT STRUCK A BIRD AND AFTER LANDING A LARGE DENT WAS DISCOVERED ON THE RIGHT WING, ORLANDO, FL.","INCIDENT","ORLANDO FSDO","N7747W","","","PIPER","PA28","No","UNKNOWN","PERSONAL","APPROACH (APR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
