"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","10-MAY-22","09-MAY-22","16:15:00Z","HENDERSONVILLE","NORTH CAROLINA","UNITED STATES","AIRCRAFT LANDED HARD, INCURRED A PROP STRIKE AND FLIPPED OVER, HENDERSONVILLE, NC.","INCIDENT","CHARLOTTE FSDO","N7FJ","","","VANS","RV6","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","09-MAY-22","15:00:00Z","SAN ANTONIO","TEXAS","UNITED STATES","AIRCRAFT BATTERY WAS BEING JUMPED AND ROLLED INTO A TREE, SAN ANTONIO, TX.","ACCIDENT","SAN ANTONIO FSDO","N611CM","","","PIPER","PA28R","No","SUBSTANTIAL","PERSONAL","STANDING (STD)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","09-MAY-22","16:15:00Z","TAMAQUA","PENNSYLVANIA","UNITED STATES","AIRCRAFT DELCARED AN EMERGENCY AND LANDED IN A FIELD, TAMAQUA, PA.","INCIDENT","HARRISBURG FSDO","N988JA","","","DIAMOND","DA42","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","UNKNOWN","No","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"No","10-MAY-22","09-MAY-22","14:45:00Z","BLAIRSVILLE","GEORGIA","UNITED STATES","AIRCRAFT MADE A HARD LANDING INCURRING A PROP STRIKE, BLAIRSVILLE, GA.","INCIDENT","ATLANTA FSDO","N86RD","","","JUST AIRCRAFT","HIGHLANDER","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","09-MAY-22","15:45:00Z","CAMDENTON","MISSOURI","UNITED STATES","AIRCRAFT GEAR COLLAPSED ON LANDING, CAMDENTON, MO.","INCIDENT","KANSAS CITY FSDO","N162N","","","BEECH","95-C55","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","07-MAY-22","15:28:00Z","ALBANY","GEORGIA","UNITED STATES","AIRCRAFT GEAR COLLAPSED ON LANDING, ALBANY, GA.","INCIDENT","ATLANTA FSDO","N55UW","","","PIPER","PA32R","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","09-MAY-22","19:35:00Z","LAMAR","COLORADO","UNITED STATES","AIRCRAFT ENCOUNTERED TURBULENCE AND PILOT HIT THEIR HEAD, LAMAR, CO.","INCIDENT","DENVER FSDO","N756T","","","BEECH","V35","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","09-MAY-22","17:05:00Z","HYANNIS","MASSACHUSETTS","UNITED STATES","AIRCRAFT ENCOUNTERED SEVERE TURBULENCE AND PILOT SUFFERED A BUMP TO THE HEAD, HYANNIS, MA.","INCIDENT","BOSTON FSDO","N1563E","","","BEECH","A36","No","NONE","PERSONAL","EN ROUTE (ENR)","91","UNKNOWN","No","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","09-MAY-22","16:55:00Z","ALBUQUERQUE","NEW MEXICO","UNITED STATES","AIRCRAFT EXPERIENCED ENGINE ISSUES AND LANDED IN A FIELD, ALBUQUERQUE, NM.","INCIDENT","ALBUQUERQUE FSDO","N4789H","","","MOONEY","M20J","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","09-MAY-22","15:30:00Z","CEDAR CITY","UTAH","UNITED STATES","AIRCRAFT LOST RIGHT MAIN TIRE ON TAKEOFF DAMAGING RIGHT FLAP STRUT, CEDAR CITY, UT.","INCIDENT","SALT LAKE CITY FSDO","N5224N","","","CESSNA","182","No","MINOR","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","06-MAY-22","18:15:00Z","PALMER","ALASKA","UNITED STATES","AIRCRAFT ON APPROACH AND STRUCK POWERLINES, PALMER, AK.","INCIDENT","ANCHORAGE FSDO","N52950","","","CESSNA","172","No","MINOR","PERSONAL","APPROACH (APR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","10-MAY-22","01:36:00Z","HOLLYWOOD","FLORIDA","UNITED STATES","AIRCRAFT LANDED, GEAR COLLAPSED AND INCURRED A PROP STRIKE, HOLLYWOOD, FL.","INCIDENT","SOUTH FLORIDA FSDO","N44802","","","PIPER","PA28","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-MAY-22","10-MAY-22","01:09:00Z","SAN DIEGO","CALIFORNIA","UNITED STATES","AIRCRAFT STRUCK A COYOTE ON LANDING, SAN DIEGO, CA.","INCIDENT","SAN DIEGO FSDO","N685VM","TIV685","THRIVE AVIATION","TEXTRON","680","No","MINOR","ON DEMAND","LANDING (LDG)","135","NONE","No","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-MAY-22","08-MAY-22","15:27:00Z","ROSWELL","NEW MEXICO","UNITED STATES","AIRCRAFT DECLARED AN EMERGENCY DUE TO ENGINE ISSUES AND LANDED ON A HIGHWAY, ROSWELL, NM.","INCIDENT","ALBUQUERQUE FSDO","N17636","","","BEECH","F33","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
