"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK","Unk inj none","Unk inj minor","Unk inj serious","Unk inj fatal","Unk inj unk"
"No","10-FEB-26","09-FEB-26","16:57:00Z","BOYNTON BEACH","FLORIDA","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES IN A YARD, BOYNTON BEACH, FL.","INCIDENT","SOUTH FLORIDA FSDO","N414HG","","","PIPISTREL","TAURUS 503","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-FEB-26","10-FEB-26","04:29:00Z","COLLEGE STATION","TEXAS","UNITED STATES","AIRCRAFT STRUCK A BIRD AND POST FLIGHT INSPECTION REVEALED DAMAGE TO THE LEADING EDGE SLAT ON THE LEFT WING, COLLEGE STATION, TX.","INCIDENT","HOUSTON FSDO","N292NN","ENY3431","ENVOY AIR","YABORA INDUSTRIA AERONAUTICA","ERJ 170-200 LR","No","UNKNOWN","COMMERCIAL","APPROACH (APR)","121","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","06-FEB-26","15:27:00Z","JEREMIE","Grand'Anse","HAITI","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES IN MOUNTAINOUS TERRAIN, JEREMIE, HAITI.","ACCIDENT","MIAMI IFO","N316AF","","AGAPE FLIGHTS","EMBRAER","EMB-110P1","No","DESTROYED","CARGO","EN ROUTE (ENR)","91","FATAL","Yes","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","06-FEB-26","14:13:00Z","CALDWELL","IDAHO","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES AFTER TAKEOFF AND POST-CRASH FIRE, CALDWELL, ID.","ACCIDENT","BOISE FSDO","N362DZ","","","SONEX AIRCRAFT","ONEX","No","SUBSTANTIAL","PERSONAL","TAKEOFF (TOF)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","06-FEB-26","10:59:00Z","LEXINGTON","SOUTH CAROLINA","UNITED STATES","AIRCRAFT CRASHED AFTER EXPERIENCING ENGINE ISSUES, LEXINGTON, SC.","ACCIDENT","COLUMBIA FSDO","N705CD","","","CIRRUS","SR22","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","FATAL","Yes","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","06-FEB-26","22:20:00Z","GILA BEND","ARIZONA","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES, GILA BEND, AZ.","ACCIDENT","SCOTTSDALE FSDO","N35RR","","","PELEGRIN","TARRAGON","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"No","09-FEB-26","07-FEB-26","00:30:00Z","BEAUMONT","TEXAS","UNITED STATES","AIRCRAFT EXPERIENCED LOSS OF OIL PRESSURE BEFORE LANDING ON TAXIWAY, BECAME AIRBORNE BRIEFLY BEFORE TOUCHING DOWN AGAIN AND STRIKING THE AIRPORT FENCE, BEAUMONT, TX.","ACCIDENT","HOUSTON FSDO","N789BM","","","GLASAIR","GLASTAR","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","06-FEB-26","15:55:00Z","MESA","ARIZONA","UNITED STATES","AIRCRAFT DECLARED AN EMERGENCY AFTER TAKEOFF AND MADE AN EMERGENCY LANDING IN A FIELD, MESA, AZ.","INCIDENT","SCOTTSDALE FSDO","N75LE","","","CESSNA","185","No","NONE","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","06-FEB-26","14:25:00Z","DANVILLE","KENTUCKY","UNITED STATES","AIRCRAFT SLID OFF THE END OF THE RUNWAY DURING DEPARTURE, DANVILLE, KY.","INCIDENT","LOUISVILLE FSDO","N476JC","","","CESSNA","560XL","No","UNKNOWN","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","06-FEB-26","17:11:00Z","PALMETTO","FLORIDA","UNITED STATES","AIRCRAFT CRASHED SHORT OF THE RUNWAY IN A FIELD FOR UNKNOWN REASONS, PALMETTO, FL.","INCIDENT","TAMPA FSDO","N528C","","","STINSON","108","No","UNKNOWN","PERSONAL","APPROACH (APR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","08-FEB-26","14:26:00Z","JACKSON","TENNESSEE","UNITED STATES","AIRCRAFT LANDED, EXITED THE RUNWAY AND WHILE TAXIING TOO FAST ON THE ICE INCURRED A PROP STRIKE, JACKSON, TN.","INCIDENT","MEMPHIS FSDO","N567RD","","","MOONEY","M20R","No","UNKNOWN","PERSONAL","TAXI (TXI)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","08-FEB-26","20:08:00Z","THORNVILLE","OHIO","UNITED STATES","AIRCRAFT MADE AN EMERGENCY LANDING ON A ROAD DUE TO ENGINE ISSUES, THORNVILLE, OH.","INCIDENT","COLUMBUS FSDO","N704TD","","","CESSNA","150","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","08-FEB-26","14:35:00Z","WARRENTON","VIRGINIA","UNITED STATES","AIRCRAFT LANDED AND VEERED OFF THE RUNWAY IMPACTING A SNOWBANK, WARRENTON, VA.","INCIDENT","WASHINGTON FSDO","N2334D","","","CESSNA","170","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","07-FEB-26","14:31:00Z","EL CAJON","CALIFORNIA","UNITED STATES","AIRCRAFT EXPERIENCED ENGINE ISSUES AND MADE AN EMERGENCY LANDING ON A HIGHWAY, EL CAJON, CA.","INCIDENT","SAN DIEGO FSDO","N4181W","","","PIPER","PA32","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","07-FEB-26","00:05:00Z","PALMER","ALASKA","UNITED STATES","AIRCRAFT LANDED AND GEAR COLLAPSED, PALMER, AK.","INCIDENT","ANCHORAGE FSDO","N7473Y","","","PIPER","PA30","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","08-FEB-26","21:41:00Z","ELKHART","INDIANA","UNITED STATES","AIRCRAFT LANDED IN THE SNOW PARALLEL TO THE RUNWAY, ELKHART, IN.","INCIDENT","GRAND RAPIDS FSDO","N9080X","","","PIPER","PA46","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","07-FEB-26","21:45:00Z","CINCINNATI","OHIO","UNITED STATES","AIRCRAFT LANDED GEAR UP, CINCINNATI, OH.","INCIDENT","CINCINNATI FSDO","N9706B","","","CESSNA","172RG","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","07-FEB-26","14:25:00Z","PHILADELPHIA","PENNSYLVANIA","UNITED STATES","AIRCRAFT RIGHT ENGINE WAS STRUCK BY A ROGUE BAGGAGE CART WHILE TAXIING OUT FOR DEPARTURE, PHILADELPHIA, PA.","INCIDENT","PHILADELPHIA FSDO","N7749B","SWA1397","SOUTHWEST AIRLINES","BOEING","737","No","UNKNOWN","COMMERCIAL","TAXI (TXI)","121","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","09-FEB-26","07-FEB-26","22:57:00Z","BETHEL","ALASKA","UNITED STATES","AIRCRAFT DEPARTED, EXPERIENCED ENGINE ISSUES AND REQUESTED TO RETURN TO AIRPORT AND THE ENGINE CAUGHT FIRE DURING TAXI, BETHEL, AK.","INCIDENT","ANCHORAGE FSDO","N41189","TUD189","YUTE AIR","PIPER","PA31","No","MINOR","ON DEMAND","TAKEOFF (TOF)","135","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-FEB-26","29-OCT-25","17:00:00Z","MAPLETON","IOWA","UNITED STATES","AIRCRAFT LANDED IN A FIELD SHORTLY AFTER DEPARTURE DUE TO PROPELLER ISSUES, MAPLETON, IA.","ACCIDENT","DES MOINES FSDO","N735ZD","","","CESSNA","182","No","SUBSTANTIAL","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-FEB-26","09-FEB-26","21:17:00Z","BARTOW","FLORIDA","UNITED STATES","AIRCRAFT LANDED AND RIGHT GEAR COLLAPSED INCURRING A PROP STRIKE, BARTOW, FL.","ACCIDENT","ORLANDO FSDO","N3034T","","","CESSNA","320","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","10-FEB-26","09-FEB-26","12:51:00Z","GAINESVILLE","GEORGIA","UNITED STATES","AIRCRAFT MADE AN EMERGENCY LANDING ON A ROAD STRIKING VEHICLES, GAINESVILLE, GA.","INCIDENT","ATLANTA FSDO","N229TT","","","HAWKER BEECHCRAFT","G36","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","MINOR","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"No","10-FEB-26","09-FEB-26","18:48:00Z","BRUCE","MICHIGAN","UNITED STATES","AIRCRAFT MADE AN EMERGENCY LANDING ON A ROAD DUE TO ENGINE ISSUES, BRUCE, MI.","INCIDENT","EAST MICHIGAN FSDO","N66383","","","CESSNA","150","No","UNKNOWN","INSTRUCTION","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","13-FEB-26","13-FEB-26","03:32:00Z","STEAMBOAT","COLORADO","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES, STEAMBOAT, CO.","INCIDENT","DENVER FSDO","N98FK","","","EPIC AIRCRAFT","E1000","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","FATAL","Yes","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1"
"No","13-FEB-26","12-FEB-26","18:00:00Z","HAYDEN","COLORADO","UNITED STATES","AIRCRAFT ABORTED TAKEOFF DUE TO ENGINE FIRE RESULTING IN HARD BRAKING DAMAGING THE LANDING GEAR, HAYEDEN, CO.","INCIDENT","DENVER FSDO","N4KS","","","CESSNA","560XL","No","UNKNOWN","UNKNOWN","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","13-FEB-26","12-FEB-26","18:45:00Z","SULPHUR","LOUISIANA","UNITED STATES","AIRCRAFT LANDED ON TOP OF N598LA WHILE BOTH WERE ON FINAL, SULPHUR, LA.","INCIDENT","BATON ROUGE FSDO","N254LA","","","AIR TRACTOR","AT-502A","No","UNKNOWN","AERIAL APPLICATION","LANDING (LDG)","137","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","13-FEB-26","12-FEB-26","18:45:00Z","SULPHUR","LOUISIANA","UNITED STATES","AIRCRAFT N254LA LANDED ON TOP OF N598LA  WHILE BOTH WERE ON FINAL, SULPHUR, LA.","INCIDENT","BATON ROUGE FSDO","N598LA","","","AIR TRACTOR","AT-502","No","UNKNOWN","AERIAL APPLICATION","LANDING (LDG)","137","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","13-FEB-26","12-FEB-26","18:07:00Z","MINNEAPOLIS","MINNESOTA","UNITED STATES","AIRCRAFT NOSE GEAR COLLAPSED ON LANDING ROLLOUT, MINNEAPOLIS, MN.","INCIDENT","MINNEAPOLIS FSDO","N350SS","","","AIRCRAFT SPRUCE AND SPECIALTY","COZY MK IV","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","13-FEB-26","12-FEB-26","18:45:00Z","KNOXVILLE","TENNESSEE","UNITED STATES","AIRCRAFT LANDED AND VEERED OFF RUNWAY INTO A DITCH, KNOXVILLE, TN.","INCIDENT","NASHVILLE FSDO","N1988L","","","BEECH","C23","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","13-FEB-26","13-FEB-26","02:48:00Z","HASKELL","OKLAHOMA","UNITED STATES","AIRCRAFT DECLARED AN EMERGENCY DUE TO ENGINE ISSUES AND WAS DIRECTED TO NEAREST AIRPORT AND MADE A FORCED LANDING DAMAGING THE LEFT WING, HASKELL, OK.","INCIDENT","WILL ROGERS FSDO","N8136F","","","CESSNA","150","No","MINOR","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","06-FEB-26","05-FEB-26","21:15:00Z","NAMPA","IDAHO","UNITED STATES","AIRCRAFT LOST DIRECTIONAL CONTROL DURING TAKEOFF, VEERED OFF RUNWAY AND STRUCK A HANGAR, NAMPA, ID.","ACCIDENT","BOISE FSDO","N4464R","","","CESSNA","172","No","SUBSTANTIAL","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","06-FEB-26","04-FEB-26","23:15:00Z","RICHARDSON","TEXAS","UNITED STATES","AIRCRAFT STRUCK A BUILDING WHILE ATTEMPTING TO DELIVER A PACKAGE, RICHARDSON, TX.","INCIDENT","NORTH TEXAS FSDO","N642PA","","","AMAZON.COM","MK30","No","UNKNOWN","CARGO","EN ROUTE (ENR)","135","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
