"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","04-APR-22","03-APR-22","20:00:00Z","HOUSTON","TEXAS","UNITED STATES","AIRCRAFT WHILE TAXIING TO THE RAMP VEERED OFF THE TAXIWAY, HOUSTON, TX.","INCIDENT","HOUSTON FSDO","N9CK","EJM384","EXECUTIVE JET MANAGEMENT","GULFSTREAM","GV-SP","No","UNKNOWN","ON DEMAND","TAXI (TXI)","135","NONE","No","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","04-APR-22","02-APR-22","16:00:00Z","COLUMBUS","OHIO","UNITED STATES","AIRCRAFT PERFORMING SURVEY WORK, REPORTED A CRACK IN THE LEFT WING AND DIVERTED TO CMH, COLUMBUS, OH.D","INCIDENT","COLUMBUS FSDO","N1107Q","","","CESSNA","310","No","UNKNOWN","OTHER","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","06-APR-22","05-APR-22","15:30:00Z","SEYMOUR","TEXAS","UNITED STATES","AIRCRAFT CONDUCTING AERIAL HERDING, PILOT LANDED AND EXITED THE HELICOPTER WITH ROTORS TURNING, RESULTING IN A ROLLOVER, SEYMOUR, TX.","ACCIDENT","LUBBOCK FSDO","N999FR","","","ROBINSON","R22","No","SUBSTANTIAL","OTHER","LANDING (LDG)","","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","06-APR-22","05-APR-22","17:15:00Z","ST GEORGE","UTAH","UNITED STATES","AIRCRAFT GEAR COLLAPSED ON LANDING, ST GEORGE, UT.","INCIDENT","SALT LAKE CITY FSDO","N47445","","","PIPER","PA28R","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","06-APR-22","05-APR-22","17:43:00Z","MARLIN","TEXAS","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES, MARLIN, TX.","ACCIDENT","NORTH TEXAS FSDO","N858JA","","","CESSNA","TU206","No","UNKNOWN","OTHER","LANDING (LDG)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"No","06-APR-22","05-APR-22","18:58:00Z","STERLING","VIRGINIA","UNITED STATES","AIRCRAFT STRUCK A BIRD ON DEPARTURE, RETURNED TO AIRPORT, STERLING, VA.","INCIDENT","WASHINGTON FSDO","N353QS","EJA353","NETJETS","EMBRAER","EMB-505","No","UNKNOWN","ON DEMAND","TAKEOFF (TOF)","135","NONE","No","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"No","06-APR-22","05-APR-22","13:55:00Z","SAN DIEGO","CALIFORNIA","UNITED STATES","AIRCRAFT LOST NOSE GEAR ON LANDING, SAN DIEGO, CA.","INCIDENT","SAN DIEGO FSDO","N360VW","","","LANCAIR","320","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","07-APR-22","06-APR-22","21:45:00Z","TUCSON","ARIZONA","UNITED STATES","AIRCRAFT LANDED AND VEERED OFF RUNWAY INTO A DITCH AND FLIPPED OVER, TUCSON, AZ.","ACCIDENT","SCOTTSDALE FSDO","N733EJ","","","CESSNA","172","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","07-APR-22","06-APR-22","08:40:00Z","GOOSE BAY","LABRADOR","CANADA","AIRCRAFT EXPERIENCED ENGINE ISSUES, DECLARED MAYDAY AND CRASHED, GOOSE BAY, CANADA.","ACCIDENT","LOS ANGELES IFO","N8064X","","","PIPER","PA28","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","","SERIOUS","No","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","07-APR-22","05-APR-22","19:00:00Z","LAKELAND","FLORIDA","UNITED STATES","AIRCRAFT ON LANDING, THE AXLE BROKE AND THE WHEEL DETACHED AND NOSED OVER, LAKELAND, FL.","ACCIDENT","ORLANDO FSDO","N622SC","","","JUST AIRCRAFT","HIGHLANDER","No","SUBSTANTIAL","AIR SHOW","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","07-APR-22","07-APR-22","03:21:00Z","PHOENIX","ARIZONA","UNITED STATES","AIRCRAFT ROLLED OVER DURING LANDING, PHOENIX, AZ.","ACCIDENT","SCOTTSDALE FSDO","N19VH","","","ROBINSON","R22","No","SUBSTANTIAL","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","07-APR-22","06-APR-22","15:10:00Z","BANGOR","MAINE","UNITED STATES","AIRCRAFT LANDED AND VEERED OFF RUNWAY INTO THE MUD, BANGOR, ME.","INCIDENT","PORTLAND ME FSDO","N954MA","","","PIPER","PA32","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","07-APR-22","06-APR-22","10:55:00Z","BIRMINGHAM","ALABAMA","UNITED STATES","AIRCRAFT TAXIING AND VEERED OFF RUNWAY INTO THE GRASS AND BECAME STUCK, BIRMINGHAM, AL.","INCIDENT","ALABAMA AND NW FLORIDA FSDO","N4837A","","","CESSNA","414","No","NONE","PERSONAL","TAXI (TXI)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"Yes","07-APR-22","06-APR-22","19:20:00Z","PALO ALTO","CALIFORNIA","UNITED STATES","AIRCRAFT LANDED FAST, BOUNCED AND VEERED LEFT ENDING UP ON ITS NOSE, PALO ALTO, CA.","INCIDENT","SAN JOSE FSDO","N6076C","","","CESSNA","162","No","MINOR","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yes","07-APR-22","06-APR-22","16:50:00Z","MESA","ARIZONA","UNITED STATES","AIRCRAFT LANDED GEAR UP, MESA, AZ.","INCIDENT","SCOTTSDALE FSDO","N8547P","","","PIPER","PA24","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","07-APR-22","06-APR-22","14:26:00Z","WATERVILLE","MAINE","UNITED STATES","AIRCRAFT GEAR COLLAPSED ON LANDING AND INCURRED A PROP STRIKE, WATERVILLE, ME.","INCIDENT","PORTLAND ME FSDO","N9440D","","","CESSNA","172RG","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","07-APR-22","06-APR-22","21:56:00Z","SABETHA","KANSAS","UNITED STATES","AIRCRAFT LANDED AND NOSE GEAR COLLAPSED, SABETHA, KS.","INCIDENT","WICHITA FSDO","N3866T","","","PIPER","PA28R","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-APR-22","07-APR-22","23:12:00Z","ANGEL FIRE","NEW MEXICO","UNITED STATES","AIRCRAFT LANDED AND VEERED OFF RUNWAY INTO THE MUD, ANGEL FIRE, NM.","INCIDENT","ALBUQUERQUE FSDO","N6359B","","","CESSNA","T210","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"No","08-APR-22","07-APR-22","15:35:00Z","LAFAYETTE","LOUISIANA","UNITED STATES","AIRCRAFT NOSE GEAR COLLAPSED ON LANDING, LAFAYETTE, LA.","INCIDENT","BATON ROUGE FSDO","N994P","","","LANCAIR","IV","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","08-APR-22","07-APR-22","14:15:00Z","ATLANTA","GEORGIA","UNITED STATES","AIRCRAFT DEPARTED, EXPERIENCED ENGINE ISSUES AND LANDED ON A HIGHWAY, ATLANTA, GA.","INCIDENT","ATLANTA FSDO","N623W","","","AMERICAN","AA-1","No","UNKNOWN","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-APR-22","06-APR-22","16:30:00Z","LAKELAND","FLORIDA","UNITED STATES","AIRCRAFT DAMAGED LEFT MAIN WHEEL AND TAIL WHEEL DURING LANDING, LAKELAND, FL.","INCIDENT","ORLANDO FSDO","N385BV","","","NEW CENTURY AEROSPORT","RADIAL ROCKET","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","08-APR-22","07-APR-22","21:40:00Z","GREENVILLE","SOUTH CAROLINA","UNITED STATES","AIRCRAFT REPORTED LOSING AN ENGINE COWLING AFTER DEPARTURE, GREENVILLE, SC.","INCIDENT","COLUMBIA FSDO","N17GG","","","BEECH","B300","No","UNKNOWN","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
