"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","27-JUN-22","24-JUN-22","15:15:00Z","WELLSVILLE","UTAH","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES, WELLSVILLE, UT.","ACCIDENT","SALT LAKE CITY FSDO","N934JH","","","CESSNA","152","No","UNKNOWN","INSTRUCTION","UNKNOWN (UNK)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"No","27-JUN-22","25-JUN-22","23:23:00Z","KERRVILLE","TEXAS","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES AND CAUGHT ON FIRE, KERRVILLE, TX.","ACCIDENT","SAN ANTONIO FSDO","N4267H","","","MOONEY","M20J","No","DESTROYED","PERSONAL","INITIAL CLIMB (ICL)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"No","27-JUN-22","26-JUN-22","14:37:00Z","ABILENE","TEXAS","UNITED STATES","AIRCRAFT STRUCK POWERLINES AND CRASHED IN A FIELD, ABILENE, TX.","ACCIDENT","LUBBOCK FSDO","N4124D","","","ROBINSON","R44","No","UNKNOWN","AERIAL APPLICATION","MANEUVERING (MNV)","137","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","27-JUN-22","26-JUN-22","03:38:00Z","CLEAR","ALASKA","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTACNES AND CAUGHT ON FIRE, CLEAR, AK.","ACCIDENT","FAIRBANKS FSDO","N9970F","","","BELL","UH-1B","No","SUBSTANTIAL","FIREFIGHTING","UNKNOWN (UNK)","","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","27-JUN-22","26-JUN-22","19:45:00Z","ELFIN COVE","ALASKA","UNITED STATES","AIRCRAFT LOST DIRECTIONAL CONTROL ON TAKEOFF AND PONTOON STRUCK BEACH, ELFIN COVE, AK.","ACCIDENT","JUNEAU FSDO","N265KP","","KALININ AVIATION","CESSNA","208","No","SUBSTANTIAL","ON DEMAND","TAKEOFF (TOF)","135","NONE","No","1","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0"
"No","27-JUN-22","24-JUN-22","20:20:00Z","MONEE","ILLINOIS","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES, MONEE, IL.","ACCIDENT","GREATER CHICAGO FSDO","N350CP","","","GLASAIR","II","No","UNKNOWN","PERSONAL","UNKNOWN (UNK)","91","SERIOUS","No","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","27-JUN-22","26-JUN-22","17:19:00Z","EL CAJON","CALIFORNIA","UNITED STATES","AIRCRAFT LANDED AND GROUND LOOPED, EL CAJON, CA.","ACCIDENT","SAN DIEGO FSDO","N594SR","","","CUBCRAFTERS","CCX-2000","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","27-JUN-22","26-JUN-22","02:20:00Z","KOKHANOK","ALASKA","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES INTO A LAKE AND FLIPPED OVER, KOKHANOK, AK.","ACCIDENT","ANCHORAGE FSDO","N600NL","","","DEHAVILLAND","BEAVER U-6A","No","SUBSTANTIAL","UNKNOWN","EN ROUTE (ENR)","","MINOR","No","1","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0"
"No","27-JUN-22","24-JUN-22","02:24:00Z","SANTA BARBARA","CALIFORNIA","UNITED STATES","AIRCRAFT LANDED AND GEAR COLLAPSED, SANTA BARBARA, CA.","ACCIDENT","VAN NUYS FSDO","N738JZ","","","CESSNA","TR182","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","27-JUN-22","24-JUN-22","16:27:00Z","ATWATER","CALIFORNIA","UNITED STATES","AIRCRAFT IMPACTED THE GROUND FOR UNKNOWN REASONS, ATWATER, CA.","ACCIDENT","FRESNO FSDO","N915B","","","BELL","206","No","SUBSTANTIAL","AERIAL APPLICATION","MANEUVERING (MNV)","137","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
