"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","21-MAY-24","19-MAY-24","23:48:00Z","BANDERA","WASHINGTON","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES IN MOUNTAINOUS TERRAIN, BANDERA, WA.","ACCIDENT","SEATTLE FSDO","N22MW","","","EXTRA FLUGZEUGBAU","EA 300","No","UNKNOWN","PERSONAL","APPROACH (APR)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","20-MAY-24","10:07:00Z","CLEVELAND","GEORGIA","UNITED STATES","AIRCRAFT CRASHED INTO A RESIDENTIAL AREA UNDER UNKNOWN CIRCUMSTANCES, CLEVELAND, GA.","ACCIDENT","ATLANTA FSDO","N960B","","","QUICKSILVER","SPORT 2S","No","UNKNOWN","PERSONAL","UNKNOWN (UNK)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","20-MAY-24","20:23:00Z","HOLLAND TOWNSHIP","NEW JERSEY","UNITED STATES","AIRCRAFT CRASHED ON A ROAD UNDER UNKNOWN CIRCUMSTANCES, HOLLAND TOWNSHIP, NJ.","INCIDENT","ALLENTOWN FSDO","N86RL","","","EXPERIMENTAL","ACRO II","No","UNKNOWN","PERSONAL","UNKNOWN (UNK)","91","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","20-MAY-24","16:00:00Z","MIDLAND","TEXAS","UNITED STATES","AIRCRAFT LOST CONTROL ON LANDING, MIDLAND, TX.","INCIDENT","LUBBOCK FSDO","N600CG","","","CESSNA","180","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","19-MAY-24","17:30:00Z","TWIN BRIDGES","MONTANA","UNITED STATES","AIRCRAFT RIGHT BRAKE LOCKED ON LANDING AND FLIPPED OVER, TWIN BRIDGES, MT.","ACCIDENT","HELENA FSDO","N992BB","","","SIAI-MARCHETTI","SM 1019","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","20-MAY-24","15:03:00Z","FORT MYERS","FLORIDA","UNITED STATES","AIRCRAFT VEERED OFF RUNWAY DURING TAKEOFF, FORT MYERS, FL.","INCIDENT","TAMPA FSDO","N762MC","","","BEECHCRAFT","TC-12B","No","UNKNOWN","PERSONAL","TAKEOFF (TOF)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","20-MAY-24","15:45:00Z","NEW WINDSOR","NEW YORK","UNITED STATES","AIRCRAFT LANDED ON THE RUNWAY AND THE GEAR COLLAPSED, NEW WINDSOR, NY.","INCIDENT","TETERBORO FSDO","N813BA","","","ICON AIRCRAFT","A5","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","20-MAY-24","20:55:00Z","DALLAS","TEXAS","UNITED STATES","AIRCRAFT DAMAGED TIE DOWN ON ROTATION, DALLAS, TX.","INCIDENT","NORTH TEXAS FSDO","N817TF","TRF517","","PIPER","PA28","No","UNKNOWN","UNKNOWN","TAKEOFF (TOF)","91","UNKNOWN","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","20-MAY-24","18:38:00Z","MIRAMAR BEACH","FLORIDA","UNITED STATES","AIRCRAFT EXPERIENCED ENGINE ISSUES AND MADE A FORCED LANDING ON MIRAMAR BEACH, MIRAMAR BEACH, FL.","INCIDENT","ALABAMA AND NW FLORIDA FSDO","N70378","","","CESSNA","172","No","UNKNOWN","UNKNOWN","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","19-MAY-24","09:24:00Z","DALLAS-FORT WORTH","TEXAS","UNITED STATES","AIRCRAFT STRUCK A BIRD AND POST FLIGHT INSPECTION REVEALED A DENT TO THE NOSE, DALLAS-FORT WORTH, TX.","INCIDENT","NORTH TEXAS FSDO","N651AW","AAL319","AMERICAN AIRLINES","AIRBUS","A320","No","UNKNOWN","COMMERCIAL","EN ROUTE (ENR)","121","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","21-MAY-24","19-MAY-24","18:35:00Z","STERLING","VIRGINIA","UNITED STATES","AIRCRAFT STRUCK A BIRD AND POST FLIGHT INSPECTION REVEALED DAMAGE A DENT TO THE FUSELAGE, STERLING, VA.","INCIDENT","WASHINGTON FSDO","N901WF","","","HAWKER BEECHCRAFT","HAWKER 900XP","No","UNKNOWN","UNKNOWN","APPROACH (APR)","","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","24-MAY-24","22-MAY-24","06:00:00Z","PAGE","ARIZONA","UNITED STATES","AIRCRAFT STRUCK A BUSH WHILE PERFORMING OFF-AIRPORT LANDINGS, PAGE, AZ.","INCIDENT","LAS VEGAS FSDO","N307KH","","","BELL","407","No","UNKNOWN","UNKNOWN","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","24-MAY-24","13-MAY-24","17:30:00Z","BONNERS FERRY","IDAHO","UNITED STATES","AIRCRAFT ON LANDING AND LOST CONTROL, BONNERS FERRY, ID.","ACCIDENT","SPOKANE FSDO","N3505L","","","CESSNA","150","No","SUBSTANTIAL","INSTRUCTION","LANDING (LDG)","91","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","24-MAY-24","23-MAY-24","15:13:00Z","WASHINGTON","DISTRICT OF COLUMBIA","UNITED STATES","AIRCRAFT STRUCK A BIRD ON LANDING DAMAGING LANDING GEAR DOOR, WASHINGTON, DC.","INCIDENT","WASHINGTON FSDO","N546FF","JIA5509","AMERICAN AIRLINES","BOMBARDIER","CL-600-2C10","No","MINOR","COMMERCIAL","LANDING (LDG)","121","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
